Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
EMP7464,49,Female,Software Engineer,IT,4,Hybrid,57,14,3,Medium,Burnout,No,Increase,2,Unsatisfied,3,None,Average,Europe
EMP7465,43,Female,Marketing,Healthcare,25,Remote,49,11,3,High,Burnout,Yes,Decrease,2,Unsatisfied,5,None,Good,Asia
EMP7466,37,Female,HR,Finance,24,Hybrid,54,5,1,Low,Anxiety,No,No Change,2,Satisfied,5,Weekly,Good,Europe
EMP7467,53,Female,Data Scientist,Retail,33,Remote,23,7,4,Medium,Burnout,Yes,No Change,2,Satisfied,3,Daily,Good,Asia
EMP7468,44,Female,HR,Manufacturing,6,Remote,23,6,4,Medium,Anxiety,Yes,Increase,4,Satisfied,2,Daily,Good,Africa
EMP7469,47,Non-binary,Sales,Healthcare,26,Hybrid,45,12,5,High,None,Yes,Increase,3,Unsatisfied,2,Daily,Average,Europe
EMP7470,30,Non-binary,Project Manager,Retail,31,Remote,21,12,2,High,Anxiety,Yes,Increase,2,Satisfied,1,Weekly,Poor,Europe
EMP7471,32,Female,Project Manager,Finance,10,Onsite,36,2,2,High,Depression,Yes,Increase,2,Satisfied,3,Weekly,Poor,South America
EMP7472,53,Prefer not to say,Software Engineer,Retail,13,Onsite,52,7,3,High,Anxiety,No,No Change,5,Unsatisfied,5,Weekly,Good,Africa
EMP7473,63,Female,Data Scientist,Healthcare,26,Onsite,50,0,3,Medium,Anxiety,No,Increase,5,Satisfied,5,Weekly,Good,Oceania
EMP7474,65,Female,Data Scientist,Finance,17,Onsite,45,15,4,Low,Burnout,No,No Change,4,Satisfied,3,None,Poor,North America
EMP7475,48,Male,Designer,IT,19,Hybrid,52,11,5,Low,Burnout,Yes,Decrease,2,Unsatisfied,1,None,Poor,South America
EMP7476,57,Male,Software Engineer,Manufacturing,8,Remote,49,3,2,High,None,No,Increase,3,Neutral,4,Weekly,Poor,Asia
EMP7477,44,Non-binary,Sales,IT,8,Remote,23,3,5,Low,Burnout,Yes,Decrease,2,Neutral,2,Daily,Good,Europe
EMP7478,63,Male,Marketing,IT,6,Hybrid,60,11,3,High,Burnout,No,Decrease,5,Neutral,4,None,Good,North America
EMP7479,61,Female,HR,Consulting,11,Remote,49,13,3,Medium,Burnout,No,Increase,2,Satisfied,2,None,Good,Oceania
EMP7480,44,Male,Sales,Finance,25,Hybrid,34,0,1,Medium,Anxiety,Yes,No Change,3,Satisfied,3,Daily,Poor,North America
EMP7481,29,Female,Software Engineer,Education,11,Hybrid,31,12,2,Low,None,Yes,Decrease,5,Satisfied,5,Daily,Poor,South America
EMP7482,34,Prefer not to say,HR,IT,9,Hybrid,56,8,1,Low,Depression,No,Decrease,5,Neutral,4,Daily,Poor,Asia
EMP7483,44,Prefer not to say,Project Manager,Finance,5,Remote,51,7,1,Medium,Burnout,No,Decrease,2,Unsatisfied,4,None,Average,Oceania
EMP7484,58,Female,Data Scientist,Finance,28,Hybrid,20,15,1,Low,Depression,Yes,No Change,1,Unsatisfied,4,Weekly,Average,Africa
EMP7485,42,Female,HR,Education,7,Remote,48,2,2,Low,Anxiety,No,Increase,2,Neutral,1,Daily,Good,North America
EMP7486,47,Non-binary,Marketing,Healthcare,17,Hybrid,54,0,1,Low,Burnout,No,No Change,2,Neutral,5,Weekly,Average,Oceania
EMP7487,30,Prefer not to say,Marketing,Finance,33,Onsite,36,6,2,Medium,Burnout,No,Increase,2,Unsatisfied,2,Weekly,Poor,North America
EMP7488,56,Prefer not to say,Software Engineer,Healthcare,7,Remote,36,9,5,Low,Depression,No,No Change,4,Satisfied,1,None,Poor,Oceania
EMP7489,52,Female,Project Manager,Consulting,18,Hybrid,39,15,1,Medium,None,Yes,No Change,4,Neutral,1,Weekly,Good,Europe
EMP7490,31,Female,Sales,Consulting,30,Hybrid,49,14,5,Low,Depression,No,Decrease,5,Neutral,1,None,Good,North America
EMP7491,33,Male,Software Engineer,Healthcare,31,Hybrid,53,12,1,High,Anxiety,Yes,No Change,5,Neutral,2,Weekly,Poor,Europe
EMP7492,45,Non-binary,Marketing,Healthcare,9,Hybrid,50,15,3,Medium,None,No,Decrease,4,Satisfied,3,Daily,Poor,Asia
EMP7493,42,Non-binary,HR,Healthcare,12,Remote,37,9,2,Medium,Burnout,Yes,Decrease,4,Unsatisfied,5,None,Poor,Asia
EMP7494,44,Prefer not to say,Designer,Healthcare,9,Remote,40,5,5,Medium,Depression,Yes,Decrease,2,Unsatisfied,3,Daily,Average,Asia
EMP7495,29,Prefer not to say,Project Manager,Education,16,Onsite,42,0,2,Low,Depression,No,No Change,2,Satisfied,4,Daily,Good,South America
EMP7496,36,Male,Data Scientist,IT,20,Onsite,48,0,1,High,Anxiety,Yes,Increase,5,Unsatisfied,3,Daily,Good,Asia
EMP7497,41,Prefer not to say,Software Engineer,Education,15,Onsite,41,15,3,Low,Anxiety,No,No Change,4,Unsatisfied,5,Weekly,Good,Oceania
EMP7498,33,Male,Project Manager,IT,19,Onsite,27,7,3,Low,Burnout,Yes,Increase,4,Neutral,4,Weekly,Average,South America
EMP7499,28,Female,Data Scientist,Healthcare,18,Remote,21,13,2,Medium,Depression,No,Increase,4,Neutral,3,Daily,Good,Oceania
EMP7500,54,Prefer not to say,Marketing,Finance,21,Hybrid,48,8,2,Low,Depression,Yes,No Change,4,Satisfied,3,Weekly,Good,Oceania
EMP7501,31,Male,Project Manager,Retail,23,Remote,48,0,1,Medium,Depression,No,No Change,4,Neutral,2,Daily,Good,Europe
EMP7502,36,Prefer not to say,Sales,Education,32,Hybrid,32,3,2,High,None,No,Increase,5,Satisfied,2,Weekly,Good,Asia
EMP7503,53,Prefer not to say,HR,Consulting,26,Hybrid,49,14,3,Medium,Depression,No,Decrease,4,Neutral,3,Weekly,Good,South America
EMP7504,36,Male,Project Manager,Retail,25,Hybrid,44,0,3,Medium,Depression,Yes,Increase,2,Neutral,5,Weekly,Average,Oceania
EMP7505,65,Male,Designer,Education,26,Remote,23,7,5,High,Depression,Yes,No Change,4,Satisfied,3,Weekly,Poor,Oceania
EMP7506,29,Prefer not to say,Sales,IT,25,Onsite,34,3,2,Medium,Anxiety,Yes,No Change,1,Unsatisfied,2,Daily,Average,Oceania
EMP7507,54,Prefer not to say,Sales,Healthcare,16,Remote,50,2,2,Low,Depression,No,Decrease,2,Neutral,1,None,Poor,South America
EMP7508,34,Prefer not to say,Marketing,IT,32,Onsite,35,7,5,Medium,None,No,Decrease,2,Satisfied,3,Weekly,Poor,Asia
EMP7509,42,Female,Project Manager,IT,27,Onsite,35,15,1,Medium,Anxiety,No,No Change,5,Unsatisfied,4,Daily,Good,Oceania
EMP7510,38,Male,Software Engineer,Retail,6,Onsite,43,6,1,High,None,No,Increase,2,Neutral,4,Weekly,Good,South America
EMP7511,27,Prefer not to say,Sales,Healthcare,27,Remote,20,15,1,Low,None,No,No Change,2,Satisfied,3,Weekly,Good,Asia
EMP7512,29,Non-binary,Project Manager,Consulting,26,Onsite,29,9,4,Medium,Depression,No,Increase,2,Unsatisfied,3,Weekly,Poor,Asia
EMP7513,40,Male,Software Engineer,Manufacturing,26,Hybrid,26,9,5,High,Burnout,Yes,Decrease,5,Neutral,4,None,Average,Europe
EMP7514,52,Female,Marketing,Consulting,6,Remote,38,1,1,High,None,No,Decrease,5,Neutral,2,Weekly,Average,North America
EMP7515,57,Female,HR,IT,24,Remote,57,11,3,Medium,Depression,No,Decrease,2,Unsatisfied,5,Daily,Average,South America
EMP7516,41,Female,Sales,Healthcare,23,Hybrid,58,3,3,High,Depression,Yes,No Change,5,Satisfied,4,Weekly,Average,North America
EMP7517,33,Female,Software Engineer,Education,33,Remote,29,5,4,High,Depression,No,Increase,3,Satisfied,2,Weekly,Average,Africa
EMP7518,30,Male,Data Scientist,Retail,20,Remote,53,3,5,Low,Depression,No,Decrease,2,Satisfied,3,Daily,Poor,Oceania
EMP7519,46,Prefer not to say,HR,Manufacturing,5,Onsite,41,4,5,Low,Anxiety,No,Decrease,5,Unsatisfied,1,Weekly,Poor,Asia
EMP7520,39,Non-binary,Software Engineer,Finance,34,Remote,48,1,4,Medium,Burnout,Yes,No Change,5,Neutral,1,Weekly,Average,Africa
EMP7521,53,Non-binary,Data Scientist,Healthcare,25,Remote,20,15,3,Low,Depression,Yes,Increase,1,Satisfied,3,None,Poor,Oceania
EMP7522,42,Prefer not to say,HR,Education,13,Hybrid,44,9,3,Medium,Burnout,No,No Change,4,Neutral,1,Daily,Poor,Europe
EMP7523,39,Female,Project Manager,IT,4,Hybrid,33,5,5,High,Burnout,No,No Change,5,Unsatisfied,2,Weekly,Poor,Europe
EMP7524,30,Male,HR,Healthcare,2,Remote,41,9,5,High,Depression,Yes,Increase,3,Satisfied,5,Daily,Good,Europe
EMP7525,47,Prefer not to say,Designer,Manufacturing,13,Hybrid,30,2,5,High,Burnout,No,Increase,2,Neutral,4,None,Poor,Asia
EMP7526,55,Female,Software Engineer,Finance,25,Remote,21,15,3,Low,None,Yes,Decrease,5,Neutral,1,Daily,Average,Asia
EMP7527,50,Male,Marketing,Manufacturing,29,Onsite,22,8,3,High,Burnout,Yes,No Change,4,Unsatisfied,5,Daily,Good,North America
EMP7528,31,Male,HR,Consulting,31,Hybrid,32,2,1,Low,Depression,Yes,Increase,3,Unsatisfied,4,Weekly,Good,South America
EMP7529,28,Prefer not to say,HR,IT,31,Onsite,59,15,5,Medium,Anxiety,No,No Change,1,Neutral,3,Daily,Poor,North America
EMP7530,40,Non-binary,Designer,Finance,17,Hybrid,22,14,2,Medium,Burnout,Yes,No Change,4,Neutral,4,None,Good,Asia
EMP7531,31,Non-binary,Designer,Manufacturing,19,Hybrid,50,8,5,High,None,Yes,No Change,1,Neutral,5,Daily,Poor,South America
EMP7532,32,Prefer not to say,Sales,Finance,27,Hybrid,49,2,1,High,None,No,Decrease,3,Unsatisfied,2,Daily,Good,South America
EMP7533,29,Female,Data Scientist,Healthcare,6,Remote,24,12,4,Low,None,No,No Change,3,Unsatisfied,1,Weekly,Poor,South America
EMP7534,27,Prefer not to say,Marketing,Retail,17,Remote,49,8,3,Low,Burnout,No,Increase,5,Unsatisfied,4,Weekly,Poor,Europe
EMP7535,46,Prefer not to say,Designer,Healthcare,12,Onsite,33,13,4,Low,Depression,Yes,No Change,2,Neutral,1,None,Good,Africa
EMP7536,52,Non-binary,Software Engineer,IT,16,Remote,27,11,2,Medium,Anxiety,No,Decrease,3,Satisfied,4,None,Average,Asia
EMP7537,46,Female,Project Manager,Retail,11,Hybrid,29,8,2,Medium,Depression,No,Increase,5,Satisfied,3,Weekly,Good,Oceania
EMP7538,55,Non-binary,HR,Education,30,Remote,30,10,4,Medium,Depression,Yes,No Change,5,Neutral,1,Weekly,Good,Europe
EMP7539,28,Female,Sales,Education,25,Onsite,24,8,3,Low,Burnout,Yes,Decrease,2,Satisfied,1,Weekly,Average,North America
EMP7540,37,Male,Marketing,Retail,22,Onsite,35,2,5,High,Depression,No,Increase,2,Neutral,2,Daily,Average,South America
EMP7541,30,Non-binary,Software Engineer,Manufacturing,26,Onsite,25,11,1,High,None,Yes,Increase,5,Unsatisfied,3,Daily,Poor,Africa
EMP7542,48,Male,Designer,Education,34,Onsite,31,12,5,Low,None,Yes,Decrease,5,Satisfied,2,Daily,Good,Europe
EMP7543,53,Non-binary,Software Engineer,Retail,24,Hybrid,57,4,2,Medium,Burnout,Yes,No Change,4,Satisfied,3,None,Poor,Africa
EMP7544,49,Prefer not to say,Data Scientist,Healthcare,21,Remote,27,7,2,Medium,Burnout,No,Increase,2,Unsatisfied,1,Weekly,Average,Europe
EMP7545,49,Female,Marketing,Education,29,Hybrid,25,7,1,High,Anxiety,No,No Change,4,Neutral,4,Weekly,Poor,Africa
EMP7546,49,Non-binary,Software Engineer,Retail,8,Onsite,47,2,2,High,Depression,No,Decrease,4,Neutral,3,Weekly,Average,North America
EMP7547,28,Prefer not to say,Sales,Education,28,Onsite,22,12,5,Low,Depression,No,Increase,2,Unsatisfied,1,Weekly,Good,Oceania
EMP7548,42,Male,Sales,Education,22,Hybrid,39,13,2,Medium,Burnout,No,Decrease,3,Unsatisfied,4,Weekly,Poor,South America
EMP7549,35,Male,Designer,Consulting,1,Hybrid,47,4,2,Medium,Depression,Yes,Decrease,3,Neutral,2,None,Poor,Asia
EMP7550,58,Male,Software Engineer,Education,9,Remote,50,13,2,Low,Depression,No,No Change,2,Satisfied,5,None,Poor,Europe
EMP7551,41,Non-binary,Designer,Retail,17,Remote,20,12,2,High,Anxiety,Yes,Increase,3,Satisfied,1,Weekly,Poor,Oceania
EMP7552,62,Male,Sales,Manufacturing,3,Onsite,42,7,5,High,Anxiety,Yes,No Change,2,Satisfied,2,Weekly,Poor,Oceania
EMP7553,38,Non-binary,Designer,Manufacturing,3,Remote,27,1,5,High,Anxiety,Yes,Increase,3,Unsatisfied,5,None,Poor,Africa
EMP7554,57,Non-binary,HR,Consulting,28,Remote,45,15,3,Low,Anxiety,Yes,Decrease,3,Neutral,5,Daily,Good,Oceania
EMP7555,63,Female,Data Scientist,Manufacturing,25,Onsite,28,2,2,Low,Burnout,No,Increase,4,Satisfied,4,None,Average,Africa
EMP7556,39,Prefer not to say,Software Engineer,Finance,18,Remote,47,14,1,High,None,No,Increase,1,Unsatisfied,4,Daily,Poor,Oceania
EMP7557,32,Female,Data Scientist,IT,1,Onsite,39,0,4,High,Burnout,Yes,No Change,2,Satisfied,4,Weekly,Good,North America
EMP7558,54,Non-binary,Marketing,IT,21,Onsite,37,6,1,Low,Burnout,No,Increase,4,Satisfied,5,Weekly,Good,Europe
EMP7559,32,Female,Sales,Finance,32,Onsite,34,15,1,Medium,Depression,Yes,No Change,3,Neutral,1,None,Average,Oceania
EMP7560,31,Female,Designer,Education,26,Remote,47,4,3,Medium,Depression,No,No Change,4,Neutral,4,None,Good,North America
EMP7561,36,Female,Data Scientist,Retail,1,Onsite,24,13,4,High,Burnout,Yes,Decrease,5,Neutral,1,None,Average,North America
EMP7562,33,Male,Data Scientist,Consulting,22,Onsite,27,14,2,Low,None,Yes,Increase,5,Neutral,4,None,Good,Oceania
EMP7563,40,Prefer not to say,Data Scientist,Consulting,29,Onsite,23,4,4,High,Burnout,Yes,Decrease,5,Satisfied,1,None,Average,South America
EMP7564,47,Male,Project Manager,IT,6,Onsite,52,10,2,Medium,Burnout,No,No Change,3,Neutral,5,Weekly,Average,South America
EMP7565,34,Non-binary,Designer,Healthcare,5,Remote,31,13,3,High,Burnout,Yes,Decrease,3,Neutral,1,Weekly,Average,Africa
EMP7566,56,Male,Project Manager,IT,5,Onsite,39,2,3,Medium,Burnout,No,No Change,3,Neutral,4,Daily,Poor,Asia
EMP7567,27,Prefer not to say,Sales,Healthcare,3,Remote,54,0,1,High,None,Yes,Decrease,2,Satisfied,5,Daily,Poor,Asia
EMP7568,27,Prefer not to say,HR,Finance,7,Onsite,46,15,1,High,Burnout,No,Increase,3,Satisfied,2,Daily,Average,Europe
EMP7569,51,Male,Project Manager,Retail,9,Hybrid,59,0,5,Medium,Anxiety,No,Decrease,1,Unsatisfied,4,Weekly,Poor,North America
EMP7570,31,Male,Data Scientist,Consulting,2,Hybrid,32,1,4,Medium,Burnout,No,No Change,1,Unsatisfied,5,Daily,Average,Africa
EMP7571,59,Non-binary,Sales,IT,15,Onsite,26,2,4,Medium,Burnout,Yes,Increase,3,Satisfied,4,Weekly,Poor,Africa
EMP7572,39,Prefer not to say,Marketing,Retail,8,Onsite,37,3,1,Medium,Anxiety,Yes,Increase,4,Unsatisfied,3,Daily,Average,Europe
EMP7573,38,Non-binary,Project Manager,Manufacturing,21,Remote,59,6,4,High,Anxiety,Yes,Increase,1,Neutral,5,Daily,Poor,Europe
EMP7574,32,Prefer not to say,Data Scientist,Manufacturing,16,Remote,38,0,1,High,Burnout,Yes,Decrease,3,Neutral,4,Weekly,Poor,Europe
EMP7575,37,Male,Sales,Manufacturing,15,Onsite,59,7,3,Low,None,No,No Change,1,Satisfied,4,None,Poor,Europe
EMP7576,31,Prefer not to say,Software Engineer,IT,27,Hybrid,37,10,5,Medium,None,Yes,No Change,3,Unsatisfied,4,Weekly,Good,South America
EMP7577,38,Prefer not to say,Data Scientist,Healthcare,18,Hybrid,26,9,2,High,Burnout,No,Increase,5,Unsatisfied,3,Daily,Poor,Africa
EMP7578,59,Male,HR,Manufacturing,6,Remote,41,11,5,Low,Depression,Yes,No Change,1,Unsatisfied,4,None,Poor,Europe
EMP7579,37,Female,HR,Consulting,25,Onsite,56,10,1,Medium,None,No,Increase,4,Satisfied,2,Weekly,Poor,Asia
EMP7580,32,Female,Designer,Consulting,30,Hybrid,48,4,2,High,Anxiety,Yes,Increase,4,Neutral,5,Weekly,Good,North America
EMP7581,32,Prefer not to say,Marketing,Finance,11,Onsite,49,0,5,Low,None,No,Decrease,3,Satisfied,2,None,Good,Asia
EMP7582,53,Non-binary,Designer,Healthcare,2,Hybrid,47,2,2,Medium,Burnout,No,No Change,3,Unsatisfied,3,Daily,Good,Africa
EMP7583,54,Non-binary,HR,Retail,5,Hybrid,54,7,4,Low,Anxiety,Yes,No Change,3,Neutral,2,Weekly,Average,North America
EMP7584,35,Male,Data Scientist,Manufacturing,19,Hybrid,33,5,1,Medium,Anxiety,Yes,Increase,2,Satisfied,2,Weekly,Average,South America
EMP7585,28,Female,Marketing,Finance,23,Hybrid,59,8,2,Low,Anxiety,No,No Change,4,Neutral,4,None,Good,Africa
EMP7586,58,Male,Data Scientist,Retail,3,Onsite,21,2,1,Low,Burnout,Yes,Decrease,5,Satisfied,3,Weekly,Good,Africa
EMP7587,31,Prefer not to say,Project Manager,Education,29,Onsite,41,5,3,High,None,Yes,Increase,2,Satisfied,5,Weekly,Average,Europe
EMP7588,28,Prefer not to say,HR,Retail,26,Remote,33,13,3,Medium,Anxiety,Yes,Decrease,2,Satisfied,2,None,Poor,Oceania
EMP7589,54,Prefer not to say,Marketing,Consulting,29,Hybrid,22,7,5,Low,Depression,No,Decrease,2,Satisfied,1,None,Poor,Africa
EMP7590,29,Female,Designer,Finance,13,Hybrid,21,2,3,Medium,Anxiety,No,No Change,1,Satisfied,3,Weekly,Poor,Europe
EMP7591,42,Female,HR,Finance,29,Remote,29,13,3,Medium,Burnout,No,Increase,1,Neutral,1,Weekly,Average,North America
EMP7592,29,Non-binary,Designer,Healthcare,31,Hybrid,23,15,2,Medium,Anxiety,No,Decrease,2,Unsatisfied,2,Weekly,Average,Asia
EMP7593,53,Non-binary,Sales,IT,1,Remote,36,10,4,High,Depression,Yes,Decrease,1,Neutral,4,Daily,Good,Asia
EMP7594,64,Male,Project Manager,IT,21,Remote,29,0,4,Low,Anxiety,Yes,Decrease,1,Neutral,3,Daily,Average,Oceania
EMP7595,49,Prefer not to say,HR,Finance,9,Remote,37,13,3,Low,Depression,Yes,No Change,2,Neutral,1,Daily,Good,Africa
EMP7596,34,Prefer not to say,HR,Consulting,5,Remote,20,14,5,Low,Burnout,Yes,No Change,3,Satisfied,5,None,Poor,Oceania
EMP7597,34,Non-binary,Project Manager,Education,14,Onsite,55,0,2,Low,Burnout,No,Increase,5,Unsatisfied,3,Weekly,Good,Europe
EMP7598,65,Prefer not to say,Sales,Healthcare,33,Hybrid,29,5,3,High,None,No,Increase,4,Satisfied,5,Daily,Average,North America
EMP7599,34,Male,Project Manager,Education,3,Onsite,51,0,4,Medium,Burnout,Yes,No Change,2,Unsatisfied,3,None,Poor,Asia
EMP7600,38,Female,HR,Retail,17,Remote,45,12,2,High,Anxiety,No,No Change,2,Unsatisfied,5,Weekly,Good,Oceania
EMP7601,56,Female,Marketing,Education,26,Remote,49,8,2,High,None,No,Decrease,1,Satisfied,2,Daily,Poor,Asia
EMP7602,30,Male,Marketing,Education,24,Hybrid,21,2,2,Medium,None,Yes,Increase,3,Unsatisfied,5,Weekly,Good,Asia
EMP7603,49,Female,Marketing,IT,10,Hybrid,40,12,2,Low,None,No,No Change,1,Unsatisfied,1,Weekly,Poor,Oceania
EMP7604,63,Prefer not to say,Data Scientist,IT,1,Onsite,53,14,1,Medium,Anxiety,No,Increase,2,Unsatisfied,4,Daily,Average,Africa
EMP7605,51,Female,Sales,Healthcare,12,Remote,30,4,5,Low,Anxiety,Yes,Decrease,3,Unsatisfied,1,Daily,Poor,Oceania
EMP7606,34,Male,Sales,Manufacturing,10,Onsite,54,4,5,Low,Burnout,No,Increase,1,Neutral,2,Daily,Average,Asia
EMP7607,45,Male,Data Scientist,Retail,11,Onsite,47,6,5,Medium,Burnout,No,No Change,1,Satisfied,3,Daily,Average,Oceania
EMP7608,53,Prefer not to say,HR,Manufacturing,21,Onsite,39,11,2,Medium,Anxiety,Yes,No Change,4,Neutral,1,Weekly,Good,South America
EMP7609,28,Female,Project Manager,Consulting,23,Remote,20,14,5,Low,Depression,Yes,Increase,1,Satisfied,4,Daily,Average,Oceania
EMP7610,29,Prefer not to say,Sales,Finance,20,Hybrid,30,5,3,High,Burnout,Yes,Increase,4,Neutral,3,Weekly,Poor,Asia
EMP7611,38,Male,Marketing,IT,16,Hybrid,48,15,1,Medium,None,No,Decrease,3,Unsatisfied,3,Daily,Good,Africa
EMP7612,53,Prefer not to say,Data Scientist,Retail,21,Hybrid,29,1,4,Low,Depression,Yes,Increase,5,Unsatisfied,4,Weekly,Good,North America
EMP7613,38,Male,Data Scientist,Healthcare,13,Onsite,54,6,4,Medium,Anxiety,No,No Change,2,Satisfied,1,Daily,Good,North America
EMP7614,65,Male,Data Scientist,Education,11,Hybrid,41,13,1,Low,Anxiety,Yes,Decrease,3,Neutral,4,Daily,Poor,Oceania
EMP7615,35,Non-binary,Project Manager,Consulting,32,Onsite,47,12,5,Medium,Burnout,No,Increase,4,Neutral,1,None,Poor,Asia
EMP7616,55,Male,Marketing,Consulting,34,Onsite,50,1,2,Low,Anxiety,Yes,Increase,3,Neutral,3,Daily,Good,Asia
EMP7617,58,Female,Marketing,Healthcare,2,Onsite,44,9,2,High,Anxiety,Yes,Increase,4,Unsatisfied,5,None,Good,Asia
EMP7618,63,Male,Data Scientist,Consulting,4,Onsite,30,1,5,Low,Depression,No,No Change,1,Satisfied,2,Daily,Average,Europe
EMP7619,33,Non-binary,Sales,Finance,3,Hybrid,30,15,5,Low,Depression,No,Decrease,4,Satisfied,4,Daily,Poor,Oceania
EMP7620,28,Male,Data Scientist,Manufacturing,1,Onsite,40,1,1,Medium,Depression,No,No Change,3,Neutral,5,Weekly,Poor,South America
EMP7621,39,Female,Designer,Healthcare,1,Hybrid,47,12,3,High,Anxiety,No,Decrease,5,Satisfied,5,Daily,Poor,Europe
EMP7622,36,Male,Project Manager,Consulting,15,Remote,34,15,4,Medium,None,No,No Change,4,Neutral,5,None,Good,Oceania
EMP7623,40,Non-binary,Project Manager,Education,9,Remote,52,2,3,High,Burnout,Yes,Decrease,3,Unsatisfied,5,Weekly,Average,Africa
EMP7624,47,Non-binary,Designer,Retail,18,Remote,25,14,3,High,Anxiety,Yes,No Change,2,Unsatisfied,2,Daily,Average,Oceania
EMP7625,29,Female,Sales,Consulting,25,Remote,49,0,1,Low,Depression,No,Increase,2,Satisfied,3,Weekly,Average,South America
EMP7626,51,Male,Marketing,Finance,10,Remote,59,2,2,Low,Depression,No,No Change,2,Satisfied,4,Weekly,Poor,South America
EMP7627,43,Male,HR,Retail,22,Onsite,60,2,1,Medium,Depression,No,No Change,5,Satisfied,5,Daily,Good,Oceania
EMP7628,33,Female,Project Manager,Finance,27,Remote,38,7,2,Low,Burnout,Yes,Increase,4,Neutral,4,None,Poor,Oceania
EMP7629,33,Prefer not to say,Designer,Finance,13,Remote,31,1,1,High,None,Yes,No Change,1,Neutral,2,Weekly,Good,Africa
EMP7630,54,Female,Project Manager,IT,5,Onsite,48,4,5,Medium,None,Yes,Decrease,1,Neutral,3,Daily,Average,North America
EMP7631,35,Prefer not to say,Designer,Finance,7,Remote,50,7,1,Medium,Anxiety,Yes,Decrease,1,Neutral,1,Daily,Good,Asia
EMP7632,44,Non-binary,Project Manager,Healthcare,24,Hybrid,50,7,2,High,Anxiety,Yes,Decrease,4,Neutral,3,Weekly,Good,Europe
EMP7633,34,Prefer not to say,Marketing,Consulting,26,Remote,46,7,1,Medium,None,Yes,Decrease,2,Neutral,5,Daily,Poor,Europe
EMP7634,38,Female,Project Manager,Consulting,2,Hybrid,59,0,5,Low,Burnout,Yes,Decrease,1,Neutral,3,None,Poor,Asia
EMP7635,42,Female,Sales,Healthcare,8,Hybrid,55,9,5,Medium,None,No,Increase,5,Unsatisfied,1,Weekly,Good,Asia
EMP7636,35,Non-binary,Marketing,Consulting,21,Remote,38,3,1,Medium,Burnout,No,Increase,4,Neutral,3,Weekly,Average,South America
EMP7637,39,Non-binary,HR,Retail,18,Hybrid,36,7,4,High,Anxiety,Yes,No Change,5,Satisfied,1,Weekly,Good,North America
EMP7638,50,Prefer not to say,Sales,Retail,19,Hybrid,33,2,4,Low,Burnout,No,Decrease,2,Neutral,1,Weekly,Poor,South America
EMP7639,34,Male,Data Scientist,Finance,31,Hybrid,31,10,5,Low,Anxiety,No,No Change,3,Neutral,5,None,Poor,Asia
EMP7640,36,Non-binary,Marketing,Education,29,Onsite,44,1,5,Medium,None,No,No Change,2,Neutral,5,Weekly,Poor,Oceania
EMP7641,47,Non-binary,Designer,Manufacturing,25,Remote,22,10,5,Low,None,Yes,No Change,2,Satisfied,1,Daily,Average,Africa
EMP7642,30,Female,Sales,Education,29,Onsite,32,15,4,High,Depression,Yes,Increase,4,Neutral,3,Weekly,Average,North America
EMP7643,31,Male,Marketing,Consulting,20,Onsite,33,5,3,Medium,Anxiety,Yes,Increase,3,Satisfied,2,None,Good,Europe
EMP7644,30,Female,HR,Healthcare,8,Hybrid,44,11,5,Low,Burnout,No,Increase,1,Satisfied,4,None,Average,North America
EMP7645,28,Male,Designer,Manufacturing,29,Onsite,57,13,5,High,Anxiety,Yes,Decrease,3,Unsatisfied,5,None,Poor,Oceania
EMP7646,42,Prefer not to say,HR,Retail,1,Remote,54,1,3,High,Anxiety,No,Decrease,5,Neutral,2,Daily,Good,Africa
EMP7647,33,Female,HR,Education,7,Hybrid,45,4,3,Medium,Burnout,No,No Change,2,Unsatisfied,3,None,Poor,South America
EMP7648,35,Prefer not to say,HR,Education,6,Hybrid,48,4,1,High,Anxiety,Yes,Decrease,4,Satisfied,1,Weekly,Poor,Africa
EMP7649,63,Non-binary,HR,Education,26,Remote,42,2,4,Low,Depression,No,No Change,2,Neutral,2,Daily,Poor,Asia
EMP7650,31,Female,Software Engineer,Healthcare,16,Hybrid,38,11,3,Medium,Burnout,Yes,Decrease,1,Unsatisfied,2,Weekly,Poor,Oceania
EMP7651,30,Non-binary,Sales,Finance,28,Hybrid,59,12,3,Low,None,No,Increase,1,Satisfied,2,None,Good,Europe
EMP7652,27,Female,Designer,Finance,24,Hybrid,28,13,4,Low,Anxiety,Yes,Decrease,4,Satisfied,1,Daily,Average,South America
EMP7653,38,Prefer not to say,Sales,IT,30,Onsite,34,8,4,Low,Burnout,Yes,Decrease,2,Neutral,4,None,Average,South America
EMP7654,30,Female,Sales,Consulting,11,Hybrid,29,5,3,High,None,Yes,Increase,1,Neutral,2,None,Poor,Africa
EMP7655,35,Non-binary,Marketing,Retail,2,Onsite,48,11,3,High,Burnout,No,No Change,3,Unsatisfied,1,None,Average,Asia
