Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
EMP8499,25,Female,HR,Healthcare,18,Remote,46,5,1,High,Depression,Yes,Decrease,2,Unsatisfied,2,None,Average,Africa
EMP8500,42,Male,Designer,Retail,14,Hybrid,41,14,1,Medium,Depression,No,Decrease,5,Satisfied,3,Weekly,Average,Europe
EMP8501,42,Female,Software Engineer,IT,18,Remote,51,3,1,Medium,None,No,Increase,1,Unsatisfied,5,Daily,Poor,Europe
EMP8502,40,Male,Project Manager,Healthcare,9,Hybrid,43,9,3,Medium,None,No,Increase,1,Unsatisfied,1,Daily,Poor,North America
EMP8503,28,Non-binary,HR,Healthcare,16,Onsite,47,13,1,Low,None,No,Decrease,3,Unsatisfied,1,Daily,Good,Asia
EMP8504,59,Male,HR,Consulting,18,Remote,59,11,4,High,Depression,Yes,Increase,3,Unsatisfied,5,None,Good,Europe
EMP8505,39,Non-binary,Data Scientist,Manufacturing,22,Hybrid,26,11,5,Low,Burnout,No,Decrease,5,Satisfied,4,Weekly,Good,Africa
EMP8506,32,Non-binary,HR,Finance,31,Remote,41,4,1,Medium,None,No,Decrease,4,Satisfied,4,None,Good,Europe
EMP8507,40,Prefer not to say,Designer,Education,10,Hybrid,26,12,3,Low,None,No,Increase,5,Satisfied,3,None,Poor,North America
EMP8508,57,Female,HR,Manufacturing,9,Remote,25,11,4,Medium,Burnout,No,Increase,4,Satisfied,1,Daily,Good,South America
EMP8509,32,Male,Marketing,Education,15,Onsite,43,9,4,High,None,Yes,No Change,2,Unsatisfied,1,Daily,Good,Oceania
EMP8510,36,Female,HR,Healthcare,1,Hybrid,48,14,1,Medium,Depression,No,Increase,4,Satisfied,5,Weekly,Average,North America
EMP8511,32,Prefer not to say,Marketing,IT,6,Onsite,42,4,5,High,None,No,Increase,2,Unsatisfied,4,Weekly,Average,North America
EMP8512,41,Female,Data Scientist,Finance,1,Onsite,25,1,2,Low,Burnout,Yes,Increase,5,Unsatisfied,1,Weekly,Poor,Asia
EMP8513,47,Male,Data Scientist,Education,28,Onsite,24,7,3,High,Depression,Yes,No Change,5,Neutral,4,Daily,Average,Europe
EMP8514,36,Prefer not to say,Marketing,Finance,4,Hybrid,57,14,1,High,Anxiety,Yes,Decrease,2,Unsatisfied,5,Weekly,Average,Oceania
EMP8515,50,Male,Sales,Consulting,24,Onsite,41,15,1,Low,Anxiety,No,Decrease,4,Satisfied,1,Weekly,Average,South America
EMP8516,39,Male,Sales,Consulting,32,Remote,55,6,1,Medium,Anxiety,No,No Change,2,Unsatisfied,4,Weekly,Good,Asia
EMP8517,45,Female,Data Scientist,Finance,33,Hybrid,29,3,2,High,Anxiety,No,No Change,3,Unsatisfied,4,Daily,Poor,North America
EMP8518,44,Female,Marketing,Retail,23,Hybrid,24,1,3,Low,Depression,Yes,Increase,4,Satisfied,5,None,Good,Africa
EMP8519,42,Non-binary,Software Engineer,Finance,8,Remote,26,4,5,High,Depression,Yes,Increase,5,Neutral,5,Weekly,Poor,North America
EMP8520,57,Prefer not to say,Marketing,IT,30,Onsite,27,15,1,Medium,Burnout,Yes,No Change,4,Satisfied,1,Weekly,Average,South America
EMP8521,53,Female,Marketing,Consulting,7,Onsite,45,12,5,Low,Depression,No,No Change,4,Satisfied,2,Weekly,Poor,Africa
EMP8522,41,Non-binary,Sales,Retail,23,Hybrid,43,0,1,Medium,Burnout,Yes,No Change,3,Unsatisfied,4,Weekly,Good,Africa
EMP8523,42,Male,Software Engineer,Healthcare,34,Remote,54,14,2,High,Burnout,Yes,Increase,4,Satisfied,5,Weekly,Poor,Oceania
EMP8524,32,Non-binary,HR,Manufacturing,15,Hybrid,25,1,3,Low,Depression,Yes,No Change,5,Neutral,1,Daily,Good,Africa
EMP8525,49,Prefer not to say,Designer,Consulting,29,Onsite,41,4,3,Low,Depression,Yes,No Change,4,Satisfied,3,None,Good,Europe
EMP8526,44,Non-binary,Software Engineer,Retail,4,Hybrid,43,7,5,Medium,Burnout,No,No Change,5,Satisfied,3,Weekly,Average,Europe
EMP8527,52,Female,Marketing,Education,16,Remote,53,0,5,High,Depression,Yes,No Change,2,Unsatisfied,3,Weekly,Poor,Africa
EMP8528,26,Prefer not to say,Data Scientist,Consulting,6,Hybrid,43,10,3,Low,Burnout,Yes,Increase,2,Unsatisfied,1,None,Good,Asia
EMP8529,44,Female,Sales,Retail,12,Onsite,27,10,5,High,Depression,No,No Change,4,Satisfied,3,Weekly,Good,Oceania
EMP8530,43,Female,Designer,Manufacturing,28,Hybrid,43,14,2,Low,None,Yes,Decrease,2,Unsatisfied,2,Daily,Good,Africa
EMP8531,57,Male,Software Engineer,Retail,17,Hybrid,48,14,1,Low,Depression,Yes,Increase,1,Unsatisfied,3,Daily,Poor,Oceania
EMP8532,43,Prefer not to say,HR,Education,1,Onsite,29,14,2,Medium,Depression,No,Increase,5,Unsatisfied,3,None,Good,South America
EMP8533,41,Prefer not to say,Project Manager,IT,9,Onsite,27,8,2,High,None,Yes,No Change,4,Satisfied,5,Weekly,Average,Africa
EMP8534,53,Prefer not to say,Designer,IT,10,Onsite,46,15,3,High,None,Yes,Increase,1,Unsatisfied,4,None,Poor,Asia
EMP8535,49,Prefer not to say,Data Scientist,Healthcare,12,Onsite,44,6,2,Medium,Anxiety,No,Increase,4,Satisfied,4,None,Poor,South America
EMP8536,47,Prefer not to say,Designer,Consulting,22,Onsite,29,5,5,Low,Depression,No,Decrease,5,Satisfied,4,None,Poor,Oceania
EMP8537,27,Non-binary,Software Engineer,Retail,23,Hybrid,44,11,5,Medium,Anxiety,Yes,No Change,1,Unsatisfied,5,Weekly,Average,North America
EMP8538,45,Non-binary,Sales,IT,9,Hybrid,30,9,2,Low,None,Yes,No Change,5,Satisfied,3,Weekly,Poor,Oceania
EMP8539,52,Non-binary,Sales,Consulting,21,Hybrid,45,10,3,Low,Depression,No,Increase,4,Satisfied,4,Weekly,Good,Africa
EMP8540,47,Male,HR,Finance,10,Hybrid,44,12,5,Medium,Burnout,No,Increase,1,Unsatisfied,1,Weekly,Good,North America
EMP8541,31,Female,HR,Retail,32,Onsite,30,7,2,High,Burnout,No,No Change,5,Satisfied,4,Daily,Average,Oceania
EMP8542,58,Female,Sales,Healthcare,16,Hybrid,27,5,3,High,Depression,Yes,Decrease,4,Satisfied,1,None,Average,Europe
EMP8543,24,Female,Project Manager,Healthcare,33,Remote,23,6,2,Medium,Burnout,Yes,Decrease,5,Satisfied,4,None,Good,Asia
EMP8544,48,Non-binary,Project Manager,Manufacturing,14,Hybrid,45,1,5,High,Depression,Yes,No Change,2,Unsatisfied,3,Daily,Good,Oceania
EMP8545,43,Prefer not to say,HR,Finance,3,Hybrid,48,8,4,Medium,Depression,No,Decrease,5,Satisfied,3,Daily,Poor,Europe
EMP8546,41,Male,HR,Education,15,Hybrid,45,12,2,High,None,No,Decrease,1,Unsatisfied,5,Daily,Good,North America
EMP8547,49,Non-binary,Sales,IT,5,Onsite,51,7,3,Low,Depression,Yes,Decrease,1,Unsatisfied,2,None,Poor,Oceania
EMP8548,59,Female,Software Engineer,Finance,20,Hybrid,41,5,3,Medium,None,No,Increase,5,Satisfied,5,Weekly,Average,Africa
EMP8549,42,Female,HR,Retail,28,Remote,41,6,1,Low,Depression,Yes,No Change,4,Satisfied,4,Weekly,Average,South America
EMP8550,31,Non-binary,Data Scientist,IT,12,Hybrid,52,7,3,High,Depression,Yes,Increase,5,Satisfied,5,Daily,Good,Asia
EMP8551,59,Female,HR,Retail,1,Onsite,42,2,5,Medium,Depression,Yes,Increase,2,Unsatisfied,5,Weekly,Poor,North America
EMP8552,33,Male,Software Engineer,Consulting,10,Onsite,28,3,3,Medium,Depression,No,No Change,5,Neutral,5,None,Poor,South America
EMP8553,49,Prefer not to say,HR,Manufacturing,29,Remote,41,3,2,High,Depression,Yes,No Change,5,Satisfied,1,None,Good,South America
EMP8554,54,Non-binary,Sales,IT,34,Remote,43,11,1,Medium,Depression,Yes,Decrease,1,Unsatisfied,3,None,Average,South America
EMP8555,53,Female,Software Engineer,Manufacturing,19,Hybrid,43,14,4,High,None,Yes,Increase,2,Unsatisfied,1,Weekly,Good,Asia
EMP8556,51,Female,Data Scientist,Consulting,14,Remote,46,3,3,Medium,Burnout,No,No Change,2,Unsatisfied,1,Weekly,Good,Oceania
EMP8557,59,Non-binary,Marketing,Healthcare,9,Onsite,44,7,3,Medium,Burnout,Yes,No Change,2,Unsatisfied,5,None,Good,Oceania
EMP8558,45,Prefer not to say,Sales,Manufacturing,15,Remote,30,1,4,High,None,No,Decrease,4,Unsatisfied,4,None,Poor,North America
EMP8559,29,Prefer not to say,HR,Finance,32,Remote,48,2,2,High,None,Yes,Decrease,1,Unsatisfied,1,Daily,Poor,South America
EMP8560,45,Non-binary,Project Manager,Education,7,Onsite,23,3,3,Medium,Depression,No,No Change,4,Satisfied,2,Weekly,Good,Europe
EMP8561,32,Prefer not to say,Sales,Retail,24,Remote,28,13,1,Medium,Burnout,Yes,Increase,5,Satisfied,4,Daily,Good,Asia
EMP8562,59,Female,Designer,IT,34,Hybrid,23,1,1,High,Depression,No,Decrease,4,Satisfied,1,Weekly,Poor,Europe
EMP8563,41,Prefer not to say,Marketing,Manufacturing,22,Hybrid,44,13,2,Low,None,Yes,Increase,2,Unsatisfied,3,Weekly,Poor,Europe
EMP8564,39,Non-binary,Software Engineer,IT,11,Hybrid,45,4,4,Low,Anxiety,No,Decrease,5,Satisfied,1,Weekly,Poor,Europe
EMP8565,40,Male,Marketing,Finance,16,Onsite,49,1,2,Medium,Depression,Yes,No Change,3,Unsatisfied,3,Weekly,Poor,Oceania
EMP8566,36,Non-binary,HR,Education,22,Remote,44,5,1,Low,Burnout,No,Increase,4,Satisfied,3,None,Poor,Oceania
EMP8567,29,Male,Software Engineer,Healthcare,29,Remote,49,6,4,High,Anxiety,Yes,Increase,1,Unsatisfied,5,Daily,Poor,Africa
EMP8568,37,Non-binary,Sales,Retail,30,Remote,44,10,4,High,Burnout,Yes,Increase,1,Unsatisfied,1,None,Good,Europe
EMP8569,32,Non-binary,Designer,IT,23,Onsite,41,3,2,Low,Depression,Yes,Increase,4,Satisfied,1,None,Poor,Asia
EMP8570,58,Male,Data Scientist,IT,8,Onsite,42,2,1,High,None,Yes,No Change,3,Unsatisfied,4,Daily,Good,South America
EMP8571,49,Female,Software Engineer,Retail,33,Remote,44,8,4,Low,None,Yes,No Change,1,Unsatisfied,3,None,Poor,Oceania
EMP8572,55,Female,Designer,Education,3,Onsite,51,2,3,Medium,None,No,No Change,3,Unsatisfied,1,Daily,Good,Africa
EMP8573,22,Female,Sales,Healthcare,2,Onsite,27,9,5,High,Burnout,No,Increase,4,Satisfied,2,None,Poor,Europe
EMP8574,22,Female,Project Manager,IT,35,Remote,43,0,5,Medium,Depression,Yes,Increase,5,Satisfied,3,Daily,Poor,North America
EMP8575,43,Non-binary,Software Engineer,Manufacturing,33,Hybrid,41,8,1,Medium,Burnout,Yes,No Change,5,Satisfied,5,None,Average,South America
EMP8576,56,Prefer not to say,Sales,Finance,5,Hybrid,44,0,3,High,Anxiety,No,No Change,2,Unsatisfied,5,Daily,Average,South America
EMP8577,48,Male,Software Engineer,IT,17,Remote,45,12,3,Low,Anxiety,Yes,Decrease,1,Unsatisfied,1,Daily,Good,Africa
EMP8578,25,Female,Project Manager,Finance,35,Hybrid,41,0,5,High,None,No,Increase,4,Satisfied,1,None,Average,South America
EMP8579,40,Female,Data Scientist,Education,10,Remote,41,12,3,High,Anxiety,Yes,Increase,4,Satisfied,2,None,Average,North America
EMP8580,51,Female,HR,Consulting,9,Hybrid,42,11,1,Medium,None,No,No Change,1,Unsatisfied,5,None,Good,Oceania
EMP8581,29,Female,HR,Consulting,18,Remote,47,9,2,Low,Depression,No,No Change,3,Unsatisfied,5,Daily,Good,Oceania
EMP8582,28,Non-binary,Project Manager,IT,2,Remote,60,0,3,Low,None,No,No Change,4,Satisfied,1,None,Poor,South America
EMP8583,36,Female,Designer,Healthcare,15,Hybrid,24,12,2,Medium,Depression,Yes,Increase,4,Satisfied,3,None,Good,Oceania
EMP8584,51,Prefer not to say,Sales,Manufacturing,24,Remote,47,1,1,Medium,Burnout,Yes,No Change,5,Satisfied,1,Daily,Poor,Africa
EMP8585,57,Prefer not to say,Data Scientist,Manufacturing,7,Remote,23,0,2,High,Depression,No,Decrease,5,Satisfied,3,None,Average,Asia
EMP8586,58,Male,Data Scientist,Education,9,Remote,58,11,4,High,None,No,No Change,4,Satisfied,3,Daily,Poor,Europe
EMP8587,24,Non-binary,Software Engineer,Manufacturing,25,Hybrid,48,8,2,High,Anxiety,No,No Change,4,Satisfied,1,Weekly,Poor,South America
EMP8588,45,Female,Project Manager,Consulting,32,Remote,26,3,5,Low,None,Yes,No Change,4,Neutral,3,Daily,Average,South America
EMP8589,43,Female,Designer,Consulting,24,Remote,44,9,2,Low,Depression,No,Decrease,5,Satisfied,2,None,Average,North America
EMP8590,25,Prefer not to say,Marketing,IT,4,Onsite,26,14,5,Medium,Depression,Yes,Increase,5,Neutral,4,Daily,Good,Oceania
EMP8591,56,Non-binary,Sales,Healthcare,12,Hybrid,50,0,1,High,Burnout,No,Decrease,4,Satisfied,1,None,Average,North America
EMP8592,22,Prefer not to say,Designer,Consulting,35,Remote,49,6,3,High,Anxiety,Yes,Decrease,3,Unsatisfied,5,None,Poor,Europe
EMP8593,40,Non-binary,HR,IT,22,Remote,41,1,1,High,Anxiety,No,Increase,5,Satisfied,4,Weekly,Average,Asia
EMP8594,25,Male,Marketing,IT,5,Onsite,56,6,4,High,None,No,Decrease,2,Unsatisfied,3,Weekly,Good,Europe
EMP8595,58,Prefer not to say,HR,Consulting,29,Onsite,22,7,4,High,Anxiety,No,Increase,5,Satisfied,5,None,Good,South America
EMP8596,54,Non-binary,Sales,IT,25,Hybrid,23,11,2,Medium,Anxiety,No,Decrease,5,Satisfied,3,Weekly,Good,Asia
EMP8597,60,Female,Project Manager,Manufacturing,25,Remote,55,1,1,High,Anxiety,No,Increase,5,Satisfied,3,Daily,Good,South America
EMP8598,34,Non-binary,Marketing,Retail,12,Onsite,45,10,5,High,None,Yes,Decrease,4,Satisfied,4,Daily,Poor,Oceania
EMP8599,51,Non-binary,Data Scientist,IT,10,Hybrid,22,5,3,Low,Depression,No,Increase,4,Unsatisfied,5,None,Average,South America
EMP8600,33,Prefer not to say,HR,Manufacturing,16,Hybrid,29,3,2,High,None,No,Decrease,5,Satisfied,3,Weekly,Average,Africa
EMP8601,26,Prefer not to say,Data Scientist,IT,15,Remote,42,4,1,Low,Anxiety,Yes,No Change,2,Unsatisfied,3,Daily,Good,Oceania
EMP8602,29,Non-binary,Marketing,Education,9,Onsite,30,5,4,High,Anxiety,Yes,No Change,5,Neutral,1,Daily,Poor,Africa
EMP8603,55,Prefer not to say,Designer,Finance,23,Onsite,26,10,2,Low,Anxiety,Yes,Decrease,4,Unsatisfied,2,Weekly,Poor,South America
EMP8604,46,Non-binary,Marketing,Manufacturing,13,Hybrid,29,3,3,High,Anxiety,Yes,Increase,4,Neutral,3,Daily,Average,Africa
EMP8605,53,Male,Project Manager,Consulting,31,Onsite,20,7,1,Medium,Depression,Yes,Increase,5,Unsatisfied,4,Weekly,Average,Oceania
EMP8606,35,Non-binary,Software Engineer,Manufacturing,18,Remote,25,6,2,Low,Anxiety,Yes,Decrease,5,Satisfied,5,Weekly,Good,Africa
EMP8607,26,Female,HR,Finance,20,Remote,45,8,1,High,None,Yes,Increase,1,Unsatisfied,1,Daily,Good,Africa
EMP8608,49,Female,Data Scientist,Consulting,29,Hybrid,45,9,4,Low,Burnout,Yes,Decrease,1,Unsatisfied,3,Weekly,Poor,Asia
EMP8609,36,Prefer not to say,HR,Healthcare,8,Remote,59,10,3,High,None,Yes,Increase,2,Unsatisfied,2,Weekly,Poor,Oceania
EMP8610,44,Female,HR,Healthcare,4,Onsite,43,11,2,High,Burnout,No,Decrease,1,Unsatisfied,4,Daily,Good,Oceania
EMP8611,44,Non-binary,Software Engineer,IT,6,Hybrid,42,3,3,Low,Anxiety,Yes,No Change,3,Unsatisfied,2,Weekly,Average,North America
EMP8612,36,Male,Software Engineer,Education,34,Remote,50,10,4,Low,Burnout,Yes,No Change,4,Satisfied,1,None,Good,Asia
EMP8613,37,Female,Designer,Healthcare,21,Remote,48,5,4,Medium,Anxiety,Yes,Increase,4,Satisfied,2,Weekly,Good,Africa
EMP8614,38,Non-binary,Data Scientist,Healthcare,4,Remote,43,12,5,High,Depression,Yes,Increase,1,Unsatisfied,3,Daily,Poor,North America
EMP8615,28,Prefer not to say,Sales,Retail,23,Hybrid,43,15,4,High,Anxiety,Yes,Decrease,3,Unsatisfied,3,Weekly,Good,North America
EMP8616,58,Non-binary,Software Engineer,Education,3,Hybrid,45,3,2,Medium,Depression,No,Increase,4,Satisfied,2,None,Poor,South America
EMP8617,39,Female,Project Manager,Finance,25,Remote,30,4,4,Medium,Burnout,No,Decrease,4,Neutral,5,Daily,Good,North America
EMP8618,47,Prefer not to say,Project Manager,Consulting,34,Remote,41,7,1,High,Anxiety,Yes,Decrease,4,Satisfied,3,None,Good,Africa
EMP8619,60,Non-binary,Software Engineer,Manufacturing,14,Hybrid,52,8,4,Medium,Depression,Yes,No Change,3,Unsatisfied,1,Daily,Good,Asia
EMP8620,59,Male,Software Engineer,Consulting,27,Remote,27,14,5,High,None,No,Decrease,4,Neutral,5,Weekly,Average,North America
EMP8621,34,Female,Data Scientist,Consulting,8,Onsite,21,2,5,Low,Burnout,Yes,Increase,4,Satisfied,1,Weekly,Average,Africa
EMP8622,33,Male,Marketing,Consulting,1,Remote,49,13,2,High,Depression,Yes,Decrease,1,Unsatisfied,1,None,Average,South America
EMP8623,33,Prefer not to say,Software Engineer,Healthcare,11,Remote,50,7,1,High,Depression,Yes,No Change,3,Unsatisfied,1,Weekly,Poor,Africa
EMP8624,32,Female,Software Engineer,Manufacturing,30,Remote,43,2,3,Medium,None,Yes,Increase,2,Unsatisfied,3,Daily,Good,Oceania
EMP8625,31,Female,Sales,Education,24,Remote,44,12,5,High,None,No,Increase,2,Unsatisfied,4,None,Good,Asia
EMP8626,24,Female,Designer,Education,18,Hybrid,42,2,3,Medium,Burnout,No,Decrease,4,Satisfied,2,Daily,Good,South America
EMP8627,36,Female,Project Manager,Consulting,26,Hybrid,30,1,2,Medium,Anxiety,No,No Change,5,Neutral,2,Daily,Good,North America
EMP8628,22,Prefer not to say,Marketing,IT,29,Remote,56,7,1,Medium,Depression,Yes,Decrease,3,Unsatisfied,1,Weekly,Poor,Asia
EMP8629,50,Male,Marketing,Healthcare,13,Remote,44,11,1,Medium,Burnout,No,Increase,1,Unsatisfied,3,None,Average,Oceania
EMP8630,47,Prefer not to say,Project Manager,Manufacturing,28,Remote,23,6,2,Medium,Burnout,No,Increase,4,Neutral,3,Weekly,Poor,Africa
EMP8631,34,Male,Marketing,IT,26,Remote,42,2,2,High,Burnout,Yes,No Change,4,Satisfied,4,None,Average,Africa
EMP8632,23,Prefer not to say,Project Manager,Manufacturing,22,Onsite,56,10,4,Low,Anxiety,Yes,Decrease,1,Unsatisfied,1,Daily,Good,Oceania
EMP8633,37,Female,Marketing,Manufacturing,22,Remote,50,4,2,Medium,None,No,No Change,5,Satisfied,3,Daily,Average,Oceania
EMP8634,51,Female,Designer,Healthcare,8,Hybrid,24,1,2,High,Depression,Yes,Decrease,3,Unsatisfied,3,Daily,Good,South America
EMP8635,28,Prefer not to say,Project Manager,Healthcare,19,Onsite,44,8,1,High,Anxiety,Yes,Increase,1,Unsatisfied,3,Weekly,Poor,Asia
EMP8636,48,Male,Project Manager,Education,24,Hybrid,48,1,4,Low,None,No,Increase,1,Unsatisfied,1,Daily,Average,Asia
EMP8637,40,Prefer not to say,Project Manager,Consulting,34,Hybrid,57,11,2,Medium,Anxiety,No,No Change,2,Unsatisfied,1,None,Good,Europe
EMP8638,50,Prefer not to say,Project Manager,Consulting,4,Remote,44,12,5,Medium,Burnout,Yes,Increase,2,Unsatisfied,3,Weekly,Poor,Africa
EMP8639,47,Non-binary,Data Scientist,IT,8,Hybrid,29,10,5,Medium,None,Yes,Increase,5,Satisfied,1,None,Average,North America
EMP8640,45,Non-binary,Project Manager,IT,18,Onsite,43,7,5,Low,Anxiety,Yes,Decrease,1,Unsatisfied,4,Weekly,Average,South America
EMP8641,45,Prefer not to say,Software Engineer,Manufacturing,4,Remote,44,5,2,Medium,Burnout,No,Increase,2,Unsatisfied,4,Daily,Good,Africa
EMP8642,35,Non-binary,Software Engineer,Finance,27,Remote,43,8,2,Low,Depression,Yes,Increase,2,Unsatisfied,2,Daily,Average,South America
EMP8643,40,Female,Data Scientist,Consulting,8,Remote,42,13,5,Low,Burnout,Yes,No Change,1,Unsatisfied,2,Daily,Good,Europe
EMP8644,53,Female,HR,Finance,35,Onsite,48,12,5,High,Anxiety,Yes,Decrease,1,Unsatisfied,4,Weekly,Poor,South America
EMP8645,22,Female,Marketing,Finance,8,Onsite,48,7,3,Medium,Depression,Yes,No Change,1,Unsatisfied,1,Daily,Good,South America
EMP8646,32,Female,HR,IT,30,Onsite,55,7,1,Medium,Depression,Yes,No Change,4,Satisfied,4,Daily,Good,North America
EMP8647,45,Non-binary,Software Engineer,Healthcare,28,Onsite,43,9,3,Medium,None,Yes,Decrease,2,Unsatisfied,3,Weekly,Poor,South America
EMP8648,53,Female,Project Manager,Manufacturing,5,Remote,25,2,2,High,Anxiety,Yes,No Change,3,Unsatisfied,2,Weekly,Average,Africa
EMP8649,60,Non-binary,Data Scientist,Consulting,20,Remote,22,13,1,Low,Anxiety,No,Decrease,5,Unsatisfied,3,Daily,Good,Africa
EMP8650,55,Prefer not to say,Data Scientist,Healthcare,13,Onsite,55,5,3,High,Burnout,No,No Change,1,Unsatisfied,5,Weekly,Good,Asia
EMP8651,23,Prefer not to say,Project Manager,IT,34,Remote,42,3,5,Low,None,Yes,No Change,5,Satisfied,1,Weekly,Average,Africa
EMP8652,26,Female,Designer,IT,16,Hybrid,45,0,2,Medium,None,Yes,No Change,3,Unsatisfied,1,None,Good,Europe
EMP8653,34,Non-binary,Project Manager,Healthcare,27,Hybrid,41,10,1,Medium,Depression,No,Decrease,4,Satisfied,4,Daily,Good,North America
EMP8654,55,Non-binary,Sales,Education,21,Hybrid,44,4,3,Medium,Anxiety,No,Increase,1,Unsatisfied,2,None,Good,North America
EMP8655,54,Male,Marketing,Finance,14,Onsite,51,7,1,High,Burnout,Yes,Increase,5,Satisfied,5,Daily,Poor,North America
EMP8656,23,Male,Data Scientist,IT,23,Hybrid,20,11,4,Low,None,No,Decrease,5,Satisfied,2,None,Good,Africa
EMP8657,38,Non-binary,Marketing,IT,25,Remote,52,6,3,Low,Depression,Yes,Decrease,3,Unsatisfied,5,None,Average,Asia
EMP8658,36,Non-binary,Sales,Manufacturing,7,Hybrid,44,6,3,High,Burnout,No,No Change,4,Satisfied,5,Daily,Average,Africa
EMP8659,29,Male,HR,Consulting,31,Onsite,28,6,1,Low,Depression,No,No Change,5,Satisfied,3,Daily,Average,South America
EMP8660,56,Male,Designer,Retail,29,Remote,49,5,4,Low,Depression,Yes,No Change,2,Unsatisfied,3,Daily,Poor,North America
EMP8661,45,Male,Data Scientist,Consulting,26,Hybrid,51,4,1,High,Burnout,Yes,Increase,2,Unsatisfied,5,Daily,Average,North America
EMP8662,35,Prefer not to say,Software Engineer,IT,4,Remote,43,3,3,Medium,Anxiety,No,Increase,1,Unsatisfied,3,Daily,Average,Africa
EMP8663,32,Male,Designer,Consulting,26,Onsite,47,14,4,Medium,Burnout,Yes,Decrease,2,Unsatisfied,4,None,Average,South America
EMP8664,27,Prefer not to say,Designer,Education,32,Onsite,28,3,5,Low,None,No,Increase,5,Satisfied,5,None,Poor,Oceania
EMP8665,34,Prefer not to say,Software Engineer,Education,32,Remote,25,0,5,High,Anxiety,Yes,Decrease,4,Satisfied,2,Weekly,Average,Africa
EMP8666,52,Female,Designer,Education,12,Hybrid,54,3,4,High,Depression,Yes,Decrease,1,Unsatisfied,2,Weekly,Good,Europe
EMP8667,32,Prefer not to say,Designer,Manufacturing,15,Onsite,28,10,1,Low,Burnout,Yes,Increase,5,Satisfied,1,None,Good,Africa
EMP8668,44,Male,HR,Finance,29,Remote,48,9,2,Medium,Depression,No,Increase,1,Unsatisfied,3,Daily,Poor,Africa
EMP8669,23,Male,Marketing,Healthcare,14,Hybrid,45,3,4,High,None,Yes,No Change,2,Unsatisfied,4,Weekly,Poor,Asia
EMP8670,43,Male,Sales,Retail,30,Onsite,59,14,4,Low,Depression,No,Decrease,3,Unsatisfied,5,Daily,Good,Oceania
EMP8671,31,Female,Software Engineer,IT,18,Onsite,25,1,1,High,Depression,No,Increase,5,Satisfied,1,Weekly,Good,Africa
EMP8672,41,Prefer not to say,Project Manager,Manufacturing,29,Onsite,44,13,3,Medium,Burnout,No,Increase,3,Unsatisfied,4,Daily,Good,Africa
EMP8673,51,Non-binary,Sales,Manufacturing,20,Remote,52,8,4,Medium,Anxiety,Yes,Increase,5,Satisfied,2,Weekly,Good,Oceania
EMP8674,60,Male,Marketing,Manufacturing,11,Remote,43,4,1,Medium,None,Yes,No Change,2,Unsatisfied,4,Daily,Good,Africa
EMP8675,48,Non-binary,Sales,Finance,26,Hybrid,26,9,5,Low,Depression,No,Decrease,3,Unsatisfied,5,None,Average,Oceania
EMP8676,57,Female,Data Scientist,Consulting,30,Hybrid,44,3,3,High,None,No,No Change,4,Satisfied,1,Daily,Poor,Europe
EMP8677,27,Non-binary,Data Scientist,Education,9,Hybrid,42,14,4,High,Burnout,Yes,Decrease,2,Unsatisfied,3,Weekly,Good,South America
EMP8678,59,Prefer not to say,Marketing,Finance,20,Hybrid,43,2,4,Low,Anxiety,Yes,Decrease,1,Unsatisfied,1,Daily,Average,Asia
EMP8679,56,Female,Marketing,Manufacturing,34,Hybrid,57,11,4,Medium,None,No,No Change,3,Unsatisfied,2,None,Average,North America
EMP8680,46,Non-binary,Sales,Manufacturing,30,Hybrid,55,6,2,Low,None,No,Decrease,4,Satisfied,4,Daily,Poor,Asia
EMP8681,39,Non-binary,Data Scientist,Manufacturing,26,Remote,44,11,4,Medium,Burnout,No,Decrease,3,Unsatisfied,1,Weekly,Average,Europe
EMP8682,57,Female,Software Engineer,Education,4,Remote,27,1,5,High,Depression,Yes,Decrease,5,Satisfied,4,None,Average,Africa
EMP8683,53,Female,Data Scientist,Consulting,29,Remote,45,5,3,High,Burnout,Yes,Decrease,5,Satisfied,4,Daily,Poor,Africa
EMP8684,39,Male,Data Scientist,Consulting,12,Onsite,23,13,4,Medium,Anxiety,No,Increase,4,Satisfied,5,None,Poor,Oceania
EMP8685,60,Non-binary,Designer,IT,35,Onsite,54,2,3,Low,Burnout,Yes,No Change,3,Unsatisfied,5,Daily,Good,Oceania
EMP8686,39,Male,Project Manager,Finance,29,Onsite,51,8,4,High,Burnout,No,Decrease,1,Unsatisfied,4,Weekly,Average,Europe
EMP8687,53,Non-binary,HR,Finance,30,Hybrid,43,12,3,High,Anxiety,Yes,No Change,1,Unsatisfied,2,Weekly,Average,Asia
EMP8688,22,Prefer not to say,Designer,Healthcare,9,Hybrid,42,10,3,Medium,Depression,No,Decrease,3,Unsatisfied,5,Daily,Good,Asia
EMP8689,43,Non-binary,Sales,Manufacturing,7,Onsite,29,10,2,High,Depression,Yes,No Change,5,Satisfied,5,Daily,Average,South America
